textbox22
generated on 25/01/2019 22:54:28 UTC

Country,WHOREGION,FLUREGION,Year,Week,SDATE,EDATE,SPEC_RECEIVED_NB,SPEC_PROCESSED_NB,AH1,AH1N12009,AH3,AH5,ANOTSUBTYPED,INF_A,BYAMAGATA,BVICTORIA,BNOTDETERMINED,INF_B,ALL_INF,ALL_INF2,TITLE
Albania,European Region of WHO,South West Europe,2018,41,2018-10-08,2018-10-14,,3,0,0,0,,0,0,0,0,0,0,0,,No Report
Albania,European Region of WHO,South West Europe,2018,42,2018-10-15,2018-10-21,,6,0,0,0,,0,0,0,0,0,0,0,,No Report
Albania,European Region of WHO,South West Europe,2018,43,2018-10-22,2018-10-28,,12,0,0,0,,0,0,0,0,0,0,0,,No Report
Albania,European Region of WHO,South West Europe,2018,44,2018-10-29,2018-11-04,,4,0,0,0,,0,0,0,0,0,0,0,,No Report
Albania,European Region of WHO,South West Europe,2018,45,2018-11-05,2018-11-11,,15,0,0,0,,0,0,0,0,0,0,0,,No Report
Albania,European Region of WHO,South West Europe,2018,46,2018-11-12,2018-11-18,,11,0,0,0,,0,0,0,0,0,0,0,,No Report
Albania,European Region of WHO,South West Europe,2018,47,2018-11-19,2018-11-25,,11,0,0,0,,0,0,0,0,0,0,0,,No Report
Albania,European Region of WHO,South West Europe,2018,48,2018-11-26,2018-12-02,,8,0,0,0,,0,0,0,0,0,0,0,,No Report
Albania,European Region of WHO,South West Europe,2018,49,2018-12-03,2018-12-09,,8,0,0,0,,0,0,0,0,0,0,0,,No Report
Albania,European Region of WHO,South West Europe,2018,50,2018-12-10,2018-12-16,,20,0,0,0,,0,0,0,0,0,0,0,,No Report
Albania,European Region of WHO,South West Europe,2018,52,2018-12-24,2018-12-30,,10,0,0,0,,0,0,0,0,0,0,0,,No Report
Albania,European Region of WHO,South West Europe,2019,1,2018-12-31,2019-01-06,,22,0,5,0,,0,5,0,0,0,0,5,,No Report
Albania,European Region of WHO,South West Europe,2019,2,2019-01-07,2019-01-13,,51,0,22,2,,0,24,0,0,0,0,24,,No Report
Albania,European Region of WHO,South West Europe,2019,3,2019-01-14,2019-01-20,,83,0,40,2,,0,42,0,0,0,0,42,,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2018,40,2018-10-01,2018-10-07,,1599,,38,5,,21,64,16,3,28,47,111,1191,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2018,41,2018-10-08,2018-10-14,,1535,,25,2,,27,54,7,0,41,48,102,1180,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2018,42,2018-10-15,2018-10-21,,1324,,16,3,,10,29,5,1,20,26,55,1066,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2018,43,2018-10-22,2018-10-28,,1263,,6,2,,15,23,3,1,22,26,49,996,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2018,44,2018-10-29,2018-11-04,,1098,,6,0,,5,11,1,1,17,19,30,896,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2018,45,2018-11-05,2018-11-11,,895,,3,3,,10,16,1,0,7,8,24,737,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2018,46,2018-11-12,2018-11-18,,734,,0,0,,2,2,0,0,4,4,6,624,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2018,47,2018-11-19,2018-11-25,,646,,1,0,,5,6,0,0,3,3,9,569,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2018,48,2018-11-26,2018-12-02,,472,,0,0,,7,7,0,0,0,0,7,408,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2018,49,2018-12-03,2018-12-09,,387,,0,0,,1,1,0,0,1,1,2,337,No Report
Argentina,Region of the Americas of WHO,Temperate South America,2018,50,2018-12-10,2018-12-16,,316,,0,0,,0,0,0,0,0,0,0,290,No Report
Armenia,European Region of WHO,Western Asia,2018,40,2018-10-01,2018-10-07,,11,0,0,0,,0,0,0,0,0,0,0,,No Report
Armenia,European Region of WHO,Western Asia,2018,41,2018-10-08,2018-10-14,,7,0,0,0,,0,0,0,0,0,0,0,,No Report
Armenia,European Region of WHO,Western Asia,2018,42,2018-10-15,2018-10-21,,22,0,0,0,,0,0,0,0,0,0,0,,No Report
Armenia,European Region of WHO,Western Asia,2018,43,2018-10-22,2018-10-28,,21,0,0,0,,0,0,0,0,0,0,0,,No Report
Armenia,European Region of WHO,Western Asia,2018,44,2018-10-29,2018-11-04,,36,0,0,0,,0,0,0,0,0,0,0,,No Report
Armenia,European Region of WHO,Western Asia,2018,45,2018-11-05,2018-11-11,,34,0,0,0,,0,0,0,0,0,0,0,,No Report
Armenia,European Region of WHO,Western Asia,2018,46,2018-11-12,2018-11-18,,30,0,0,0,,0,0,0,0,0,0,0,,No Report
Armenia,European Region of WHO,Western Asia,2018,47,2018-11-19,2018-11-25,,25,0,0,0,,0,0,0,0,0,0,0,,No Report
Armenia,European Region of WHO,Western Asia,2018,48,2018-11-26,2018-12-02,,24,0,0,0,,0,0,0,0,0,0,0,,No Report
Armenia,European Region of WHO,Western Asia,2018,49,2018-12-03,2018-12-09,,39,0,0,0,,0,0,0,0,0,0,0,,No Report
Armenia,European Region of WHO,Western Asia,2018,50,2018-12-10,2018-12-16,,45,0,10,0,,0,10,0,0,0,0,10,,No Report
Armenia,European Region of WHO,Western Asia,2018,51,2018-12-17,2018-12-23,,55,0,11,0,,0,11,0,0,0,0,11,,No Report
Armenia,European Region of WHO,Western Asia,2018,52,2018-12-24,2018-12-30,,57,0,23,0,,0,23,0,0,0,0,23,,No Report
Armenia,European Region of WHO,Western Asia,2019,1,2018-12-31,2019-01-06,,25,0,8,0,,0,8,0,0,0,0,8,,No Report
Armenia,European Region of WHO,Western Asia,2019,2,2019-01-07,2019-01-13,,80,0,30,0,,0,30,0,0,0,0,30,,No Report
Armenia,European Region of WHO,Western Asia,2019,3,2019-01-14,2019-01-20,,160,0,59,17,,0,76,0,0,0,0,76,,No Report
Aruba,Region of the Americas of WHO,Central America and Caribbean,2018,40,2018-10-01,2018-10-07,,4,,1,,,,1,,,0,0,1,,No Report
Aruba,Region of the Americas of WHO,Central America and Caribbean,2018,43,2018-10-22,2018-10-28,,1,,,,,,0,,,0,0,0,,No Report
Aruba,Region of the Americas of WHO,Central America and Caribbean,2018,44,2018-10-29,2018-11-04,,2,,,,,,0,,,0,0,0,,No Report
Aruba,Region of the Americas of WHO,Central America and Caribbean,2018,45,2018-11-05,2018-11-11,,4,,1,,,,1,,,0,0,1,,No Report
Aruba,Region of the Americas of WHO,Central America and Caribbean,2018,46,2018-11-12,2018-11-18,,4,,1,,,,1,,,0,0,1,,No Report
Aruba,Region of the Americas of WHO,Central America and Caribbean,2018,48,2018-11-26,2018-12-02,,4,,1,,,,1,,,0,0,1,,No Report
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2018,40,2018-10-01,2018-10-07,1057,1543,,61,55,0,60,176,0,0,7,7,183,1360,Regional Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2018,41,2018-10-08,2018-10-14,940,1352,,46,29,0,30,105,0,0,13,13,118,1233,Local Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2018,42,2018-10-15,2018-10-21,796,1159,,26,18,0,30,74,0,0,9,9,83,1075,Local Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2018,43,2018-10-22,2018-10-28,709,1000,,21,24,0,11,56,0,0,3,3,59,941,Local Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2018,44,2018-10-29,2018-11-04,696,979,,21,7,0,11,39,0,0,4,4,43,935,Local Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2018,45,2018-11-05,2018-11-11,708,1013,,25,8,0,14,47,0,0,6,6,53,960,Local Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2018,46,2018-11-12,2018-11-18,709,1013,,39,13,0,11,63,0,0,7,7,70,943,Local Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2018,47,2018-11-19,2018-11-25,716,1046,,78,5,0,22,105,0,0,8,8,113,933,Regional Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2018,48,2018-11-26,2018-12-02,779,1101,,73,14,0,23,110,0,0,7,7,117,984,Regional Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2018,49,2018-12-03,2018-12-09,642,1032,,136,28,0,22,186,0,0,3,3,189,237,Regional Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2018,50,2018-12-10,2018-12-16,629,986,,91,23,0,10,124,0,0,5,5,129,856,Regional Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2018,51,2018-12-17,2018-12-23,610,973,,92,28,0,18,138,0,0,7,7,145,828,Regional Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2018,52,2018-12-24,2018-12-30,533,773,,43,33,0,27,103,0,0,6,6,109,663,Regional Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2019,1,2018-12-31,2019-01-06,5,208,,24,28,,1,53,,,4,4,57,146,Regional Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2019,2,2019-01-07,2019-01-13,28,281,,37,39,,,76,,,1,1,77,204,Regional Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2019,3,2019-01-14,2019-01-20,,213,,25,26,,,51,,,4,4,55,158,Regional Outbreak
Austria,European Region of WHO,South West Europe,2018,40,2018-10-01,2018-10-07,,31,0,0,0,,0,0,0,0,0,0,0,,No Report
Austria,European Region of WHO,South West Europe,2018,41,2018-10-08,2018-10-14,,61,0,0,0,,0,0,0,0,0,0,0,,No Report
Austria,European Region of WHO,South West Europe,2018,42,2018-10-15,2018-10-21,,34,0,0,0,,0,0,0,0,0,0,0,,No Report
Austria,European Region of WHO,South West Europe,2018,43,2018-10-22,2018-10-28,,10,0,0,0,,0,0,0,0,0,0,0,,No Report
Austria,European Region of WHO,South West Europe,2018,44,2018-10-29,2018-11-04,,35,0,0,0,,0,0,0,0,0,0,0,,No Report
Austria,European Region of WHO,South West Europe,2018,45,2018-11-05,2018-11-11,,57,0,0,1,,0,1,0,0,0,0,1,,No Report
Austria,European Region of WHO,South West Europe,2018,46,2018-11-12,2018-11-18,,103,0,0,0,,1,1,0,0,0,0,1,,No Report
Austria,European Region of WHO,South West Europe,2018,47,2018-11-19,2018-11-25,,132,0,1,1,,0,2,0,0,0,0,2,,No Report
Austria,European Region of WHO,South West Europe,2018,48,2018-11-26,2018-12-02,,162,0,0,0,,2,2,0,0,0,0,2,,No Report
Austria,European Region of WHO,South West Europe,2018,49,2018-12-03,2018-12-09,,106,0,1,1,,0,2,0,0,0,0,2,,No Report
Austria,European Region of WHO,South West Europe,2018,50,2018-12-10,2018-12-16,,209,0,0,0,,2,2,0,0,0,0,2,,No Report
Austria,European Region of WHO,South West Europe,2018,51,2018-12-17,2018-12-23,,152,0,1,1,,4,6,0,0,0,0,6,,No Report
Austria,European Region of WHO,South West Europe,2018,52,2018-12-24,2018-12-30,,110,0,2,2,,6,10,0,0,0,0,10,,No Report
Austria,European Region of WHO,South West Europe,2019,1,2018-12-31,2019-01-06,,226,0,4,0,,15,19,0,0,0,0,19,,No Report
Austria,European Region of WHO,South West Europe,2019,2,2019-01-07,2019-01-13,,506,0,15,4,,61,80,0,0,3,3,83,,No Report
Austria,European Region of WHO,South West Europe,2019,3,2019-01-14,2019-01-20,,472,0,22,4,,80,106,0,0,0,0,106,,No Report
Azerbaijan,European Region of WHO,Western Asia,2018,40,2018-10-01,2018-10-07,,0,0,0,0,,0,0,0,0,0,0,0,,No Report
Azerbaijan,European Region of WHO,Western Asia,2018,41,2018-10-08,2018-10-14,,6,0,0,0,,0,0,0,0,0,0,0,,No Report
Azerbaijan,European Region of WHO,Western Asia,2018,42,2018-10-15,2018-10-21,,25,0,0,0,,0,0,0,0,0,0,0,,No Report
Azerbaijan,European Region of WHO,Western Asia,2018,43,2018-10-22,2018-10-28,,15,0,0,0,,0,0,0,0,0,0,0,,No Report
Azerbaijan,European Region of WHO,Western Asia,2018,44,2018-10-29,2018-11-04,,27,0,0,0,,0,0,0,0,0,0,0,,No Report
Azerbaijan,European Region of WHO,Western Asia,2018,45,2018-11-05,2018-11-11,,16,0,0,0,,0,0,0,0,0,0,0,,No Report
Azerbaijan,European Region of WHO,Western Asia,2018,46,2018-11-12,2018-11-18,,11,0,0,0,,0,0,0,0,0,0,0,,No Report
Azerbaijan,European Region of WHO,Western Asia,2018,47,2018-11-19,2018-11-25,,22,0,0,0,,0,0,0,0,0,0,0,,No Report
Azerbaijan,European Region of WHO,Western Asia,2018,48,2018-11-26,2018-12-02,,17,0,0,0,,0,0,0,0,0,0,0,,No Report
Azerbaijan,European Region of WHO,Western Asia,2018,49,2018-12-03,2018-12-09,,28,0,0,0,,0,0,0,0,0,0,0,,No Report
Azerbaijan,European Region of WHO,Western Asia,2018,50,2018-12-10,2018-12-16,,27,0,0,1,,1,2,0,0,0,0,2,,No Report
Azerbaijan,European Region of WHO,Western Asia,2018,51,2018-12-17,2018-12-23,,20,0,0,0,,0,0,0,0,0,0,0,,No Report
Azerbaijan,European Region of WHO,Western Asia,2018,52,2018-12-24,2018-12-30,,25,0,0,0,,0,0,0,0,0,0,0,,No Report
Azerbaijan,European Region of WHO,Western Asia,2019,1,2018-12-31,2019-01-06,,3,0,1,0,,0,1,0,0,0,0,1,,No Report
Azerbaijan,European Region of WHO,Western Asia,2019,2,2019-01-07,2019-01-13,,37,0,0,2,,2,4,0,0,0,0,4,,No Report
Azerbaijan,European Region of WHO,Western Asia,2019,3,2019-01-14,2019-01-20,,82,0,16,5,,22,43,0,0,0,0,43,,No Report
Bahrain,Eastern Mediterranean Region of WHO,Western Asia,2018,40,2018-10-01,2018-10-07,4,4,,0,0,0,0,0,0,0,0,0,0,4,Sporadic
Bahrain,Eastern Mediterranean Region of WHO,Western Asia,2018,41,2018-10-08,2018-10-14,12,12,,1,2,0,0,3,0,0,0,0,3,9,Sporadic
Bahrain,Eastern Mediterranean Region of WHO,Western Asia,2018,42,2018-10-15,2018-10-21,10,10,,1,3,0,0,4,0,0,0,0,4,6,Sporadic
Bahrain,Eastern Mediterranean Region of WHO,Western Asia,2018,43,2018-10-22,2018-10-28,26,26,,2,5,0,0,7,0,0,0,0,7,19,Sporadic
Bahrain,Eastern Mediterranean Region of WHO,Western Asia,2018,44,2018-10-29,2018-11-04,15,15,,0,5,0,1,6,0,0,0,0,6,9,Sporadic
Bahrain,Eastern Mediterranean Region of WHO,Western Asia,2018,45,2018-11-05,2018-11-11,24,24,,3,6,0,1,10,0,0,0,0,10,14,Sporadic
Bahrain,Eastern Mediterranean Region of WHO,Western Asia,2018,46,2018-11-12,2018-11-18,21,21,,4,6,0,0,10,0,0,0,0,10,11,Sporadic
Bahrain,Eastern Mediterranean Region of WHO,Western Asia,2018,47,2018-11-19,2018-11-25,20,20,,3,3,0,0,6,0,0,0,0,6,14,Sporadic
Bahrain,Eastern Mediterranean Region of WHO,Western Asia,2018,48,2018-11-26,2018-12-02,16,16,,5,1,0,0,6,0,0,0,0,6,10,Sporadic
Bahrain,Eastern Mediterranean Region of WHO,Western Asia,2018,49,2018-12-03,2018-12-09,26,26,,4,3,0,0,7,0,0,1,1,8,18,Sporadic
Bahrain,Eastern Mediterranean Region of WHO,Western Asia,2018,50,2018-12-10,2018-12-16,34,33,,3,8,0,0,11,0,0,0,0,11,22,Sporadic
Bahrain,Eastern Mediterranean Region of WHO,Western Asia,2018,51,2018-12-17,2018-12-23,22,22,,2,4,0,0,6,0,0,0,0,6,16,Sporadic
Bahrain,Eastern Mediterranean Region of WHO,Western Asia,2018,52,2018-12-24,2018-12-30,30,30,,8,0,0,0,8,0,0,0,0,8,22,No Report
Bahrain,Eastern Mediterranean Region of WHO,Western Asia,2019,1,2018-12-31,2019-01-06,25,25,,1,2,0,0,3,1,0,0,1,4,21,Sporadic
Bahrain,Eastern Mediterranean Region of WHO,Western Asia,2019,2,2019-01-07,2019-01-13,18,18,,2,0,0,0,2,1,0,0,1,3,23,Sporadic
Bahrain,Eastern Mediterranean Region of WHO,Western Asia,2019,3,2019-01-14,2019-01-20,27,27,,1,3,0,1,5,0,0,0,0,5,22,Sporadic
Bangladesh,South-East Asia Region of WHO,Southern Asia,2018,40,2018-10-01,2018-10-07,205,205,,,,,,0,5,0,0,5,5,200,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2018,41,2018-10-08,2018-10-14,146,146,,0,2,0,0,2,7,0,0,7,9,137,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2018,42,2018-10-15,2018-10-21,124,124,,,,,,0,3,1,0,4,4,120,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2018,43,2018-10-22,2018-10-28,154,154,,,,,,0,3,0,0,3,3,151,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2018,44,2018-10-29,2018-11-04,165,165,,,,,,0,3,0,0,3,3,162,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2018,45,2018-11-05,2018-11-11,179,179,,,,,,0,2,0,0,2,2,177,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2018,46,2018-11-12,2018-11-18,139,139,,1,0,0,0,1,5,0,0,5,6,132,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2018,47,2018-11-19,2018-11-25,114,114,,1,0,0,0,1,3,0,0,3,4,110,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2018,48,2018-11-26,2018-12-02,144,144,,,,,,0,8,2,0,10,10,134,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2018,49,2018-12-03,2018-12-09,194,194,,1,0,0,0,1,2,0,0,2,3,191,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2018,50,2018-12-10,2018-12-16,179,179,,,,,,0,5,0,0,5,5,174,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2018,51,2018-12-17,2018-12-23,222,222,,,,,,0,6,0,0,6,6,216,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2018,52,2018-12-24,2018-12-30,104,104,,,,,,0,8,0,0,8,8,96,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2019,1,2018-12-31,2019-01-06,221,221,,,,,,0,5,0,0,5,5,216,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2019,2,2019-01-07,2019-01-13,92,92,,,,,,0,1,0,0,1,1,91,No Report
Bangladesh,South-East Asia Region of WHO,Southern Asia,2019,3,2019-01-14,2019-01-20,49,49,,,,,,0,1,0,0,1,1,48,No Report
Barbados,Region of the Americas of WHO,Central America and Caribbean,2018,40,2018-10-01,2018-10-07,,9,,,,,,0,,,0,0,0,6,No Report
Barbados,Region of the Americas of WHO,Central America and Caribbean,2018,41,2018-10-08,2018-10-14,,15,,,,,,0,,,0,0,0,11,No Report
Barbados,Region of the Americas of WHO,Central America and Caribbean,2018,42,2018-10-15,2018-10-21,,16,,,,,,0,,,0,0,0,13,No Report
Barbados,Region of the Americas of WHO,Central America and Caribbean,2018,43,2018-10-22,2018-10-28,,15,,,,,,0,,,0,0,0,11,No Report
Barbados,Region of the Americas of WHO,Central America and Caribbean,2018,44,2018-10-29,2018-11-04,,19,,,,,,0,,,0,0,0,17,No Report
Barbados,Region of the Americas of WHO,Central America and Caribbean,2018,45,2018-11-05,2018-11-11,,10,,,,,,0,,,0,0,0,10,No Report
Barbados,Region of the Americas of WHO,Central America and Caribbean,2018,46,2018-11-12,2018-11-18,,1,,,,,,0,,,0,0,0,1,No Report
Belarus,European Region of WHO,Eastern Europe,2018,40,2018-10-01,2018-10-07,,74,0,0,0,,0,0,0,0,0,0,0,,No Report
Belarus,European Region of WHO,Eastern Europe,2018,41,2018-10-08,2018-10-14,,79,0,0,0,,0,0,0,0,0,0,0,,No Report
Belarus,European Region of WHO,Eastern Europe,2018,42,2018-10-15,2018-10-21,,84,0,0,0,,0,0,0,0,0,0,0,,No Report
Belarus,European Region of WHO,Eastern Europe,2018,43,2018-10-22,2018-10-28,,115,0,0,0,,0,0,0,0,0,0,0,,No Report
Belarus,European Region of WHO,Eastern Europe,2018,44,2018-10-29,2018-11-04,,85,0,0,0,,0,0,0,0,0,0,0,,No Report
Belarus,European Region of WHO,Eastern Europe,2018,45,2018-11-05,2018-11-11,,112,0,0,0,,0,0,0,0,0,0,0,,No Report
Belarus,European Region of WHO,Eastern Europe,2018,46,2018-11-12,2018-11-18,,126,0,0,0,,1,1,0,0,0,0,1,,No Report
Belarus,European Region of WHO,Eastern Europe,2018,47,2018-11-19,2018-11-25,,132,0,0,0,,0,0,0,0,0,0,0,,No Report
Belarus,European Region of WHO,Eastern Europe,2018,48,2018-11-26,2018-12-02,,102,0,0,0,,0,0,0,0,0,0,0,,No Report
Belarus,European Region of WHO,Eastern Europe,2018,49,2018-12-03,2018-12-09,,112,0,0,0,,0,0,0,0,0,0,0,,No Report
Belarus,European Region of WHO,Eastern Europe,2018,50,2018-12-10,2018-12-16,,84,0,0,1,,0,1,0,0,0,0,1,,No Report
Belarus,European Region of WHO,Eastern Europe,2018,51,2018-12-17,2018-12-23,,76,0,1,1,,0,2,0,0,0,0,2,,No Report
Belarus,European Region of WHO,Eastern Europe,2018,52,2018-12-24,2018-12-30,,129,0,0,6,,0,6,0,0,0,0,6,,No Report
Belarus,European Region of WHO,Eastern Europe,2019,1,2018-12-31,2019-01-06,,104,0,8,4,,0,12,0,0,0,0,12,,No Report
Belarus,European Region of WHO,Eastern Europe,2019,2,2019-01-07,2019-01-13,,135,0,5,4,,0,9,0,0,0,0,9,,No Report
Belarus,European Region of WHO,Eastern Europe,2019,3,2019-01-14,2019-01-20,,217,0,19,16,,0,35,0,0,0,0,35,,No Report
Belgium,European Region of WHO,South West Europe,2018,40,2018-10-01,2018-10-07,,4,0,0,0,,0,0,0,0,0,0,0,,No Report
Belgium,European Region of WHO,South West Europe,2018,41,2018-10-08,2018-10-14,,6,0,0,0,,0,0,0,0,0,0,0,,No Report
Belgium,European Region of WHO,South West Europe,2018,42,2018-10-15,2018-10-21,,16,0,0,0,,0,0,0,0,0,0,0,,No Report
Belgium,European Region of WHO,South West Europe,2018,43,2018-10-22,2018-10-28,,9,0,0,0,,0,0,0,0,0,0,0,,No Report
Belgium,European Region of WHO,South West Europe,2018,44,2018-10-29,2018-11-04,,0,0,0,0,,0,0,0,0,0,0,0,,No Report
Belgium,European Region of WHO,South West Europe,2018,45,2018-11-05,2018-11-11,,1,0,0,0,,0,0,0,0,0,0,0,,No Report
Belgium,European Region of WHO,South West Europe,2018,46,2018-11-12,2018-11-18,,4,0,0,0,,0,0,0,0,0,0,0,,No Report
Belgium,European Region of WHO,South West Europe,2018,47,2018-11-19,2018-11-25,,12,0,0,0,,0,0,0,0,0,0,0,,No Report
Belgium,European Region of WHO,South West Europe,2018,48,2018-11-26,2018-12-02,,6,0,0,0,,2,2,0,0,0,0,2,,No Report
Belgium,European Region of WHO,South West Europe,2018,49,2018-12-03,2018-12-09,,5,0,0,0,,0,0,0,0,0,0,0,,No Report
Belgium,European Region of WHO,South West Europe,2018,50,2018-12-10,2018-12-16,,20,0,0,0,,0,0,0,0,0,0,0,,No Report
Belgium,European Region of WHO,South West Europe,2018,51,2018-12-17,2018-12-23,,5,0,1,0,,0,1,0,0,0,0,1,,No Report
Belgium,European Region of WHO,South West Europe,2018,52,2018-12-24,2018-12-30,,4,0,0,0,,0,0,0,0,0,0,0,,No Report
Belgium,European Region of WHO,South West Europe,2019,1,2018-12-31,2019-01-06,,23,0,1,7,,0,8,0,0,0,0,8,,No Report
Belgium,European Region of WHO,South West Europe,2019,2,2019-01-07,2019-01-13,,81,0,4,13,,4,21,0,0,0,0,21,,No Report
Belgium,European Region of WHO,South West Europe,2019,3,2019-01-14,2019-01-20,,62,0,1,5,,7,13,0,0,0,0,13,,No Report
Belize,Region of the Americas of WHO,Central America and Caribbean,2018,40,2018-10-01,2018-10-07,,6,0,0,0,,2,2,0,0,0,0,2,4,No Report
Belize,Region of the Americas of WHO,Central America and Caribbean,2018,41,2018-10-08,2018-10-14,,8,0,2,0,,0,2,0,0,0,0,2,5,No Report
Belize,Region of the Americas of WHO,Central America and Caribbean,2018,42,2018-10-15,2018-10-21,,1,0,0,0,,0,0,0,0,0,0,0,1,No Report
Belize,Region of the Americas of WHO,Central America and Caribbean,2018,43,2018-10-22,2018-10-28,,7,0,0,0,,0,0,1,0,0,1,1,5,No Report
